,Actor,Text,Class,Matt,Trevis,Talesin,Marisha,Orion,Lora,Liam,Sam,Zack,Nongaming,Metagaming,Gaming
2345,МАРИША,"Вам может показаться, что её социальная неловкость из-за изолированного воспитания – это мило.",2,0,0,0,1,0,0,0,0,0,0,0,1
2346,МАРИША,"(хихикает) Конечно, было бы неразумно недооценивать её, основываясь на первом впечатлении.",2,0,0,0,1,0,0,0,0,0,0,0,1
2347,МАРИША,"(удар молнии) Под этой мирной хрупкой оболочкой скрывается злобный зверь, жаждущий свободы, чьи природные способности даже самых грозных бойцов буквально заставят обмочиться!",2,0,0,0,1,0,0,0,0,0,0,0,1
2348,МАРИША,"(лёгкий смешок) Родом из племени Воздуха народа Ашари, Килет выросла с сильной любовью к природе и стихийной магии.",2,0,0,0,1,0,0,0,0,0,0,0,1
2349,МАРИША,"Испокон веков долг её народа – защищать истончившиеся барьеры Тал'дорея, где четыре стихийных плана постепенно просачиваются в эту реальность.",2,0,0,0,1,0,0,0,0,0,0,0,1
2350,МАРИША,У неё с детства получалось управлять воздухом и превращаться в зверей.,2,0,0,0,1,0,0,0,0,0,0,0,1
2351,МАРИША,"Ну, если считать котят и белок-летяг маленькими зверями.",2,0,0,0,1,0,0,0,0,0,0,0,1
2352,МАРИША,Я считаю.,2,0,0,0,1,0,0,0,0,0,0,0,1
2353,МАРИША,"(прочищает горло) В любом случае это было задолго до того, как её отец, вождь племени Коррен, осознал её потрясающие способности и определил в свои преемницы.",2,0,0,0,1,0,0,0,0,0,0,0,1
2354,МАРИША,"Вот так просто и закончилось весёлое детство, сменившись бесконечным запоминанием заклинаний, изучением древних традиций и крайне высокими ожиданиями.",2,0,0,0,1,0,0,0,0,0,0,0,1
2355,МАРИША,"Каждый будущий вождь друидов должен отправиться в путешествие, за которое он посетит племена собратьев, чтобы представить себя и получить признание других вождей.",2,0,0,0,1,0,0,0,0,0,0,0,1
2356,МАРИША,"Это путешествие называют Араменте, или Благородное странствие.",2,0,0,0,1,0,0,0,0,0,0,0,1
2357,МАРИША,"Когда её отец решил, что она готова, он направил её на путь истинного самопознания.",2,0,0,0,1,0,0,0,0,0,0,0,1
2358,МАРИША,"Не зная, когда она вернётся, и вернётся ли.",2,0,0,0,1,0,0,0,0,0,0,0,1
2359,МАРИША,По пути с гор к Стилбену она раздумывала над поставленной задачей.,2,0,0,0,1,0,0,0,0,0,0,0,1
2360,МАРИША,"Араментэ – это ещё и необходимость показать себя сильным воином, отважным защитником и мудрым участливым лидером.",2,0,0,0,1,0,0,0,0,0,0,0,1
2361,МАРИША,"Осознавая это, Килет постоянно думает лишь об одном: достойна ли она?",2,0,0,0,1,0,0,0,0,0,0,0,1
2362,ТАЛЕСИН,"Перси был третьим из семи детей, родившихся в знатной семье, что проживала далеко на севере в древнем замке Уайтстоуна.",2,0,0,1,0,0,0,0,0,0,0,0,1
2363,ТАЛЕСИН,"С таким количеством родственников, способных принять бразды правления, Перси посвятил себя наукам, инженерному делу и изучению природы.",2,0,0,1,0,0,0,0,0,0,0,0,1
2364,ТАЛЕСИН,"Однажды ко двору прибыла таинственная пара, представившаяся лордом и леди Брайарвуд.",2,0,0,1,0,0,0,0,0,0,0,0,1
2365,ТАЛЕСИН,"Во время пира в их честь Брайарвуды насильственно завладели замком, убивая или заточая в темницы всех, кто вставал на их пути.",2,0,0,1,0,0,0,0,0,0,0,0,1
2366,ТАЛЕСИН,"Перси проснулся в подземелье, закованный в цепи, но его освободила младшая сестра.",2,0,0,1,0,0,0,0,0,0,0,0,1
2367,ТАЛЕСИН,"Вместе они бежали, преследуемые людьми Брайарвудов.",2,0,0,1,0,0,0,0,0,0,0,0,1
2368,ТАЛЕСИН,"Во время побега в сестру Перси попало несколько стрел, и она упала.",2,0,0,1,0,0,0,0,0,0,0,0,1
2369,ТАЛЕСИН,"Перси продолжил бежать и спрыгнул в замерзающую реку, которая отнесла его бесчувственное тело к свободе.",2,0,0,1,0,0,0,0,0,0,0,0,1
2370,ТАЛЕСИН,"Он не помнил, как проснулся в рыбацкой лодке.",2,0,0,1,0,0,0,0,0,0,0,0,1
2371,ТАЛЕСИН,"Он едва помнил следующие два года, в течение которых он медленно пробирался как можно дальше на юг.",2,0,0,1,0,0,0,0,0,0,0,0,1
2372,ТАЛЕСИН,Затем в одну из ночей Перси приснился сон.,2,0,0,1,0,0,0,0,0,0,0,0,1
2373,ТАЛЕСИН,"Ревущее облако дыма предложило ему отомстить тем, кто уничтожил его семью.",2,0,0,1,0,0,0,0,0,0,0,0,1
2374,ТАЛЕСИН,"Проснувшись, Перси начал создавать своё первое ружьё.",2,0,0,1,0,0,0,0,0,0,0,0,1
2375,СЭМ,"О, вы не слышали о Сканлане Шортхалте?",2,0,0,0,0,0,0,0,1,0,0,0,1
2376,СЭМ,"Что ж, дамы, следите за юбками, потому что он положил на вас глаз.",2,0,0,0,0,0,0,0,1,0,0,0,1
2377,СЭМ,"Талантливый музыкант, мастер перевоплощений, невероятно красивый (по своему мнению) Сканлан исполняет песни почти так же часто, как восхваляет себя.",2,0,0,0,0,0,0,0,1,0,0,0,1
2378,СЭМ,"Родившись бедным гномом, Сканлан с помощью неистощимого обаяния и высочайшего тенора обеспечивал деньгами одинокую мать.",2,0,0,0,0,0,0,0,1,0,0,0,1
2379,СЭМ,"Однажды его приметил полуорк-импресарио, и Сканлан присоединился к Блистательной странствующей труппе доктора Дрензела.",2,0,0,0,0,0,0,0,1,0,0,0,1
2380,СЭМ,Там он учился житейской мудрости и развивал свои превосходные навыки барда.,2,0,0,0,0,0,0,0,1,0,0,0,1
2381,СЭМ,"Одиночка большую часть своей жизни, Сканлан так и не смог смириться с жестокой гибелью матери во время нашествия гоблинов.",2,0,0,0,0,0,0,0,1,0,0,0,1
2382,СЭМ,"Хотя годы странствий подарили ему, скажем так, богатый опыт общения и взаимодействия с противоположным полом, в глубине души Сканлан жаждет испытать лишь одно чувство, которого никогда не знал: настоящей любви другого гнома.",2,0,0,0,0,0,0,0,1,0,0,0,1
2383,СЭМ,"Тем не менее Сканлан считает себя в первую очередь любовником, во вторую – артистом, и в очень отдалённую третью – бойцом.",2,0,0,0,0,0,0,0,1,0,0,0,1
2384,СЭМ,"На поле боя он поддерживает спутников, но редко проливает кровь, если только речь не идёт о безопасности подруги-гномки Пайк.",2,0,0,0,0,0,0,0,1,0,0,0,1
2385,СЭМ,"Ждите от Сканлана искромётной шутки, весёлой песни и взгляда, от которого тают сердца и дамы падают в обморок.",2,0,0,0,0,0,0,0,1,0,0,0,1
2386,ОРИОН,Я вас приветствую.,2,0,0,0,0,1,0,0,0,0,0,0,1
2387,ОРИОН,Меня зовут Тибериус Стормвинд.,2,0,0,0,0,1,0,0,0,0,0,0,1
2388,ОРИОН,"Я родом из городка Ти'рекс, расположенного в сердце Драконии, выходец из политически значимой семьи.",2,0,0,0,0,1,0,0,0,0,0,0,1
2389,ОРИОН,"В возрасте 15 лет я успешно прошёл Обряд чародея, показав невероятные способности к владению магией.",2,0,0,0,0,1,0,0,0,0,0,0,1
2390,ОРИОН,"Судьи и высший совет Драконии были восхищены силой моих заклинаний, учитывая мой возраст.",2,0,0,0,0,1,0,0,0,0,0,0,1
2391,ОРИОН,В 20 лет я стал самым молодым членом гильдии магов в истории Драконии.,2,0,0,0,0,1,0,0,0,0,0,0,1
2392,ОРИОН,"За последующие несколько лет я почти сошёл с ума от множества недостатков членства в гильдии, потому что это весьма скучно.",2,0,0,0,0,1,0,0,0,0,0,0,1
2393,ОРИОН,"Однако однажды я оказался в комнате, которую не использовали уже очень давно.",2,0,0,0,0,1,0,0,0,0,0,0,1
2394,ОРИОН,В комнате находились стопки книг и карт окружающих городов и территорий всего известного мира.,2,0,0,0,0,1,0,0,0,0,0,0,1
2395,ОРИОН,В течение многих месяцев я часто посещал комнату и из легенд узнал о разных артефактах.,2,0,0,0,0,1,0,0,0,0,0,0,1
2396,ОРИОН,После долгого периода исследований я составил первый список приглянувшихся предметов.,2,0,0,0,0,1,0,0,0,0,0,0,1
2397,ОРИОН,"Я представил свои находки перед высшим советом, и мне ответили, что вся информация в той комнате считается либо выдумкой, либо неразгаданными тайнами, а значит, всё это потеряно навсегда.",2,0,0,0,0,1,0,0,0,0,0,0,1
2398,ОРИОН,"Я решил, что подобный ответ неприемлем.",2,0,0,0,0,1,0,0,0,0,0,0,1
2399,ОРИОН,"Год спустя я придумал уловку, которая позволила мне получить от городского совета поддержку дипломатической миссии за пределами Драконии, направленной на поддержание мира и укрепление связей.",2,0,0,0,0,1,0,0,0,0,0,0,1
2400,ОРИОН,"Путешествие из города в город, обретение друзей и союзников во имя и ради Драконии.",2,0,0,0,0,1,0,0,0,0,0,0,1
2401,ОРИОН,"Будучи красным драконорождённым, я находил задачу непростой, но именно в ней я нуждался, чтобы исследовать мир и найти эти артефакты, потому что я чувствовал, что истина была где-то рядом.",2,0,0,0,0,1,0,0,0,0,0,0,1
2402,ОРИОН,"Кто-то может сказать, что я потешен, но я считаю подобное несуразицей.",2,0,0,0,0,1,0,0,0,0,0,0,1
2403,ОРИОН,"Я гораздо проницательнее, чем многие полагают.",2,0,0,0,0,1,0,0,0,0,0,0,1
2404,ОРИОН,Просто иногда не уделяю внимания некоторым вещам.,2,0,0,0,0,1,0,0,0,0,0,0,1
2405,ОРИОН,"Также я считаюсь весьма сообразительным, верным, беспечным и, ну, опасным.",2,0,0,0,0,1,0,0,0,0,0,0,1
2406,ОРИОН,"Не могу ничего с собой поделать, иногда показываю своё истинное лицо.",2,0,0,0,0,1,0,0,0,0,0,0,1
2407,ОРИОН,Но в целом для драконорождённого я весьма дружелюбен.,2,0,0,0,0,1,0,0,0,0,0,0,1
2408,ЛИАМ,"Будучи нежеланным в обществе и эльфов, и людей, Вакс'илдан с юных лет научился обходить формальности, предпочитая приглашать себя в ваш дом самостоятельно.",2,0,0,0,0,0,0,1,0,0,0,0,1
2409,ЛИАМ,"Как и сестра-близнец Векс'алия, Вакс был рожден от случайной встречи знатного эльфа и женщины-простолюдинки.",2,0,0,0,0,0,0,1,0,0,0,0,1
2410,ЛИАМ,"В раннем детстве близнецов воспитывала мать, но затем их отправили к отцу в эльфийскую столицу Сингорн.",2,0,0,0,0,0,0,1,0,0,0,0,1
2411,ЛИАМ,"Эльфы приняли их холодно, и это отношение не смягчилось, поэтому в столице они оставались недолго.",2,0,0,0,0,0,0,1,0,0,0,0,1
2412,ЛИАМ,Одной осенней ночью близнецы ушли из дома и отправились странствовать.,2,0,0,0,0,0,0,1,0,0,0,0,1
2413,ЛИАМ,"После нескольких лет путешествий они решили вернуться к матери и начали обратный путь в земли, где провели юность.",2,0,0,0,0,0,0,1,0,0,0,0,1
2414,ЛИАМ,Но вместо родного дома они вернулись на пепелище.,2,0,0,0,0,0,0,1,0,0,0,0,1
2415,ЛИАМ,"Их мать пропала, их дом был сожжён дотла.",2,0,0,0,0,0,0,1,0,0,0,0,1
2416,ЛИАМ,"Выпытав ответы у горожан, близнецы узнали о том дне, когда появился дракон.",2,0,0,0,0,0,0,1,0,0,0,0,1
2417,ЛИАМ,"Потеряв всякую связь с этим местом, Вакс'илдан и его сестра отправились попытать счастья в Тал'дорей.",2,0,0,0,0,0,0,1,0,0,0,0,1
2418,ЛИАМ,"Вакс с детства был одиночкой, поэтому быстро научился решать проблемы по-своему – обычно полностью избегая их.",2,0,0,0,0,0,0,1,0,0,0,0,1
2419,ЛИАМ,"А когда его способностей избегать неприятностей недостаточно, путь клинков, которому обучили его эльфы, позволяет это компенсировать.",2,0,0,0,0,0,0,1,0,0,0,0,1
2420,ЛОРА,"Как и многие полуэльфы, Векс'алия большую часть жизни провела, страдая от неприязни людей, не принимавших её.",2,0,0,0,0,0,1,0,0,0,0,0,1
2421,ЛОРА,"Рождённые от человеческой матери и эльфа-отца, который лишь много позже озаботился их существованием, Векс'алия и её брат-близнец Вакс'илдан быстро поняли, что единственные люди, на которых можно положиться в этом мире – это они сами.",2,0,0,0,0,0,1,0,0,0,0,0,1
2422,ЛОРА,"В десять лет их забрали у матери и привезли жить в Сингорн, изолированный эльфийский город, послом которого был их отец Он спокойно принял их, но всегда держался с холодной отстранённостью, и после слишком многих лет, полных презрения, близнецы решили оставить позади его безразличие и отправились в путь.",2,0,0,0,0,0,1,0,0,0,0,0,1
2423,ЛОРА,"Вакс приспособился к городской жизни, крал мелкие безделушки и обучился воровскому ремеслу, пока Векс оставалась в лесах.",2,0,0,0,0,0,1,0,0,0,0,0,1
2424,ЛОРА,Ей нравилось одиночество.,2,0,0,0,0,0,1,0,0,0,0,0,1
2425,ЛОРА,"Благодаря выдающейся наблюдательности, она научилась охотиться, выслеживать и стрелять из лука.",2,0,0,0,0,0,1,0,0,0,0,0,1
2426,ЛОРА,И благодаря череде судьбоносных событий обрела компаньона – медведя по кличке Тринкет.,2,0,0,0,0,0,1,0,0,0,0,0,1
2427,ЛОРА,Он сражается вместе с Векс и отчаянно защищает её.,2,0,0,0,0,0,1,0,0,0,0,0,1
2428,ЛОРА,А ещё он милый и профессионально делает массаж.,2,0,0,0,0,0,1,0,0,0,0,0,1
2429,МЭТТ,Привет всем.,0,1,0,0,0,0,0,0,0,0,1,0,0
2430,МЭТТ,Добро пожаловать назад.,0,1,0,0,0,0,0,0,0,0,1,0,0
2431,МЭТТ,Мы посетили уборную.,2,1,0,0,0,0,0,0,0,0,0,0,1
2432,МЭТТ,Мы пополнили наши кружки.,2,1,0,0,0,0,0,0,0,0,0,0,1
2433,МЭТТ,"У нас есть Огненный шар, так что, думаю, мы готовы к следующему приключению.",2,1,0,0,0,0,0,0,0,0,0,0,1
2434,МЭТТ,"Итак, группа отдохнула за ночь.",2,1,0,0,0,0,0,0,0,0,0,0,1
2435,МЭТТ,"Ещё раз, это очень странный опыт – просыпаться не из-за восхода солнца, потому что вы не можете увидеть его в дварфийском городе Крэгхаммере, но, в конце концов, все вы просыпаетесь.",2,1,0,0,0,0,0,0,0,0,0,0,1
2436,МЭТТ,Что вы планируете делать?,1,1,0,0,0,0,0,0,0,0,0,1,0
2437,СЭМ,"Господи, нам стоило поговорить об этом, пока мы были на перерыве.",1,0,0,0,0,0,0,0,1,0,0,1,0
2438,ТРЭВИС,"Мы собираемся побить всех, так?",2,0,1,0,0,0,0,0,0,0,0,0,1
2439,СЭМ,Мы собираемся в поместье?,2,0,0,0,0,0,0,0,1,0,0,0,1
2440,ТАЛЕСИН,"Я думаю, мы возьмём бранч, а потом пойдём в поместье --",2,0,0,1,0,0,0,0,0,0,0,0,1
2441,ЛОРА,"(смеётся) ""Бранч"".",2,0,0,0,0,0,1,0,0,0,0,0,1
2442,ТРЭВИС,(смеётся) Бранч?,2,0,1,0,0,0,0,0,0,0,0,0,1
2443,ТАЛЕСИН,Я хочу позавтракать со всеми.,2,0,0,1,0,0,0,0,0,0,0,0,1
2444,СЭМ,Яйца Бенедикт.,2,0,0,0,0,0,0,0,1,0,0,0,1
2445,ТАЛЕСИН,Я хочу дварфийский бранч.,2,0,0,1,0,0,0,0,0,0,0,0,1
2446,ЛИАМ,Я хочу традиционный дварфийский завтрак.,2,0,0,0,0,0,0,1,0,0,0,0,1
2447,МАРИША,Он очень хорош.,2,0,0,0,1,0,0,0,0,0,0,0,1
2448,МАРИША,Дварфийские яйца очень хороши.,2,0,0,0,1,0,0,0,0,0,0,0,1
2449,ТАЛЕСИН,Они очень маленькие.,2,0,0,1,0,0,0,0,0,0,0,0,1
2450,ОРИОН,Я делюсь своим опытом.,2,0,0,0,0,1,0,0,0,0,0,0,1
2451,МЭТТ,Хорошо.,1,1,0,0,0,0,0,0,0,0,0,1,0
2452,МЭТТ,"Тибериус рассказывает вам о том, как он пытался попасть в поместье Тандербранд.",2,1,0,0,0,0,0,0,0,0,0,0,1
2453,ТРЭВИС,Как тебя чуть не убили?,2,0,1,0,0,0,0,0,0,0,0,0,1
2454,ОРИОН,"Нет, конечно, нет.",2,0,0,0,0,1,0,0,0,0,0,0,1
2455,ОРИОН,Я даже не смог подойти к двери.,2,0,0,0,0,1,0,0,0,0,0,0,1
2456,ОРИОН,Довольно грубо!,2,0,0,0,0,1,0,0,0,0,0,0,1
2457,МАРИША,"Если Волшебная рука не сработала, почему ты решил, что большая ледяная буря сработает?",2,0,0,0,1,0,0,0,0,0,0,0,1
2458,ОРИОН,"Я думал, что смогу покрыть руку льдом и просто пройти мимо неё.",2,0,0,0,0,1,0,0,0,0,0,0,1
2459,ОРИОН,"Я не думал, что она растворит мой лёд.",2,0,0,0,0,1,0,0,0,0,0,0,1
2460,ТАЛЕСИН,В его защиту: был только один способ узнать.,2,0,0,1,0,0,0,0,0,0,0,0,1
2461,МАРИША,Это точно.,2,0,0,0,1,0,0,0,0,0,0,0,1
2462,ТРЭВИС,Ты спал?,2,0,1,0,0,0,0,0,0,0,0,0,1
2463,ОРИОН,Да.,2,0,0,0,0,1,0,0,0,0,0,0,1
2464,ТРЭВИС,О.,2,0,1,0,0,0,0,0,0,0,0,0,1
2465,ТРЭВИС,"Мне надо было убедиться, понимаешь.",2,0,1,0,0,0,0,0,0,0,0,0,1
2466,ОРИОН,"Хороший чародей всегда пробует всё возможное перед тем как, знаешь, сдаться, что я и сделал.",2,0,0,0,0,1,0,0,0,0,0,0,1
2467,ОРИОН,"И, думаю, нам нужно вернуться туда, потому что мне кажется важным, что я не смог просто так попасть внутрь.",2,0,0,0,0,1,0,0,0,0,0,0,1
2468,ТАЛЕСИН,"Мы вернёмся, вернёмся туда.",2,0,0,1,0,0,0,0,0,0,0,0,1
2469,ТАЛЕСИН,"Я не думаю, что это самое важное дело, но, полагаю, мы не уйдём из города, пока не разберёмся с этим.",2,0,0,1,0,0,0,0,0,0,0,0,1
2470,ЛОРА,Точно.,2,0,0,0,0,0,1,0,0,0,0,0,1
2471,ТРЭВИС,Нам нужно было сделать что-то с формами отзывов?,2,0,1,0,0,0,0,0,0,0,0,0,1
2472,ЛОРА,Ох ...,2,0,0,0,0,0,1,0,0,0,0,0,1
2473,СЭМ,"(смеётся) Нет, пожалуйста.",2,0,0,0,0,0,0,0,1,0,0,0,1
2474,ТАЛЕСИН,"Ты что, не заполнил свои формы отзывов?",2,0,0,1,0,0,0,0,0,0,0,0,1
2475,ТРЭВИС,"Не, я заполнил!",2,0,1,0,0,0,0,0,0,0,0,0,1
2476,ТРЭВИС,"Но я знаю, типа, три буквы ...",2,0,1,0,0,0,0,0,0,0,0,0,1
2477,ОРИОН,"Уверен, получилось неплохо.",2,0,0,0,0,1,0,0,0,0,0,0,1
2478,ТРЭВИС,"Ну, А, Ф и А.",2,0,1,0,0,0,0,0,0,0,0,0,1
2479,МАРИША,Неплохо.,2,0,0,0,1,0,0,0,0,0,0,0,1
2480,ТАЛЕСИН,Звучит многообещающе.,2,0,0,1,0,0,0,0,0,0,0,0,1
2481,ЛОРА,"Да, согласна.",2,0,0,0,0,0,1,0,0,0,0,0,1
2482,МАРИША,"Дорого внимание, Грог.",2,0,0,0,1,0,0,0,0,0,0,0,1
2483,МАРИША,Дорого внимание.,2,0,0,0,1,0,0,0,0,0,0,0,1
2484,ТРЭВИС,Я учусь.,2,0,1,0,0,0,0,0,0,0,0,0,1
2485,ЛОРА,"Ты нарисовал такую, ну, улыбающуюся рожицу после А-Ф-А?",2,0,0,0,0,0,1,0,0,0,0,0,1
2486,ТРЭВИС,"Я измазал руку чернилами и, хех, да.",2,0,1,0,0,0,0,0,0,0,0,0,1
2487,ЛОРА,Пойдёт.,2,0,0,0,0,0,1,0,0,0,0,0,1
2488,ТАЛЕСИН,Очень хорошо.,2,0,0,1,0,0,0,0,0,0,0,0,1
2489,ТАЛЕСИН,"Думаю, всё идёт неплохо.",2,0,0,1,0,0,0,0,0,0,0,0,1
2490,СЭМ,"Тогда, может быть, нам стоит пойти в поместье?",2,0,0,0,0,0,0,0,1,0,0,0,1
2491,ЛОРА,"В поместье Грейспайн, с нашим бочонком дорогого эля.",2,0,0,0,0,0,1,0,0,0,0,0,1
2492,ЛОРА,"""Резаное"" вино.",2,0,0,0,0,0,1,0,0,0,0,0,1
2493,ТРЭВИС,Освещение вообще меняется?,2,0,1,0,0,0,0,0,0,0,0,0,1
2494,ТРЭВИС,Освещение меняется под землёй?,2,0,1,0,0,0,0,0,0,0,0,0,1
2495,МЭТТ,"Нет, здесь постоянное слабое красное свечение от камней, встроенных в стены на улицах.",2,1,0,0,0,0,0,0,0,0,0,0,1
2496,ЛОРА,"Ладно, я чувствую себя очень сонной и очень проснувшейся одновременно.",2,0,0,0,0,0,1,0,0,0,0,0,1
2497,МАРИША,"Да, я понимаю.",2,0,0,0,1,0,0,0,0,0,0,0,1
2498,МЭТТ,Дварфы.,2,1,0,0,0,0,0,0,0,0,0,0,1
2499,МЭТТ,Ладно.,2,1,0,0,0,0,0,0,0,0,0,0,1
2500,ЛОРА,Так что вы думаете?,2,0,0,0,0,0,1,0,0,0,0,0,1
2501,ТРЭВИС,Нам надо идти в дом?,2,0,1,0,0,0,0,0,0,0,0,0,1
2502,ТАЛЕСИН,"Теперь мне интересно, подают ли здесь дварфийский кофе.",2,0,0,1,0,0,0,0,0,0,0,0,1
2503,СЭМ,"Идёмте, сделаем это.",2,0,0,0,0,0,0,0,1,0,0,0,1
2504,МЭТТ,"Вы выходите после бранча, вашего восхитительного дварфийского бранча --",2,1,0,0,0,0,0,0,0,0,0,0,1
2505,ТАЛЕСИН,Спасибо!,2,0,0,1,0,0,0,0,0,0,0,0,1
2506,МЭТТ,-- весьма насыщенного алкоголем.,2,1,0,0,0,0,0,0,0,0,0,0,1
2507,ТРЭВИС,Да!,2,0,1,0,0,0,0,0,0,0,0,0,1
2508,ТАЛЕСИН,"Это как приехать в Новый Орлеан на выходные, каждое блюдо подаётся с чем-нибудь алкогольным.",2,0,0,1,0,0,0,0,0,0,0,0,1
2509,ОРИОН,По дороге туда я сделаю Смену обличья и превращусь в дварфа.,2,0,0,0,0,1,0,0,0,0,0,0,1
2510,МЭТТ,Хорошо.,1,1,0,0,0,0,0,0,0,0,0,1,0
2511,ЛОРА,Ты превращаешься в дварфа?,1,0,0,0,0,0,1,0,0,0,0,1,0
2512,СЭМ,Ты уловила?,1,0,0,0,0,0,0,0,1,0,0,1,0
2513,СЭМ,Он только что превратился в дварфа.,1,0,0,0,0,0,0,0,1,0,0,1,0
2514,ТРЭВИС,Да?,1,0,1,0,0,0,0,0,0,0,0,1,0
2515,МЭТТ,"Тибериус (""Вжух!"")",2,1,0,0,0,0,0,0,0,0,0,0,1
2516,ЛОРА,Какого именно дварфа?,1,0,0,0,0,0,1,0,0,0,0,1,0
2517,ЛОРА,Как ты выглядишь?,1,0,0,0,0,0,1,0,0,0,0,1,0
2518,ТРЭВИС,Ты девочка?,1,0,1,0,0,0,0,0,0,0,0,1,0
2519,СЭМ,Он довольно привлекательный для дварфа.,1,0,0,0,0,0,0,0,1,0,0,1,0
2520,ЛОРА,Ты девочка-дварфийка?,1,0,0,0,0,0,1,0,0,0,0,1,0
2521,МАРИША,Да!,1,0,0,0,1,0,0,0,0,0,0,1,0
2522,МАРИША,Тебе надо стать дварфийской леди.,1,0,0,0,1,0,0,0,0,0,0,1,0
2523,СЭМ,"Да, каким именно дварфом?",1,0,0,0,0,0,0,0,1,0,0,1,0
2524,СЭМ,Дварфийской леди?,1,0,0,0,0,0,0,0,1,0,0,1,0
2525,ТАЛЕСИН,Дварфийкой?,1,0,0,1,0,0,0,0,0,0,0,1,0
2526,ОРИОН,Я не буду делать это снова.,1,0,0,0,0,1,0,0,0,0,0,1,0
2527,ЛОРА,(смеётся),0,0,0,0,0,0,1,0,0,0,1,0,0
2528,ТРЭВИС,"О, ты это делал, ты бывал троллихой.",1,0,1,0,0,0,0,0,0,0,0,1,0
2529,ОРИОН,Почти!,1,0,0,0,0,1,0,0,0,0,0,1,0
2530,ОРИОН,Она отстрелила пенис.,1,0,0,0,0,1,0,0,0,0,0,1,0
2531,ЛИАМ,Что происходит?,1,0,0,0,0,0,0,1,0,0,0,1,0
2532,ТРЭВИС,Вот откуда взялся тролльский член.,1,0,1,0,0,0,0,0,0,0,0,1,0
2533,ОРИОН,"Ты что, не помнишь, Вакс?",1,0,0,0,0,1,0,0,0,0,0,1,0
2534,ОРИОН,Меня чуть не изнасиловали тролли.,1,0,0,0,0,1,0,0,0,0,0,1,0
2535,МЭТТ,"Немного истории: это было пещерное взаимодействие с двумя троллями мужского пола, мимо которых группа пыталась прокрасться.",0,1,0,0,0,0,0,0,0,0,1,0,0
2536,МЭТТ,Мне нравится объяснять это зрителям.,0,1,0,0,0,0,0,0,0,0,1,0,0
2537,МЭТТ,"Тибериус превратился в троллиху, чтобы попытаться отвлечь их, не представляя, что здесь, под землёй, без женщин-троллей --",0,1,0,0,0,0,0,0,0,0,1,0,0
2538,МЭТТ,"они не так часто встречают женщин-троллей, так что на уме у них одно.",0,1,0,0,0,0,0,0,0,0,1,0,0
2539,МЭТТ,Так что он попал в очень неприятное положение.,0,1,0,0,0,0,0,0,0,0,1,0,0
2540,МЭТТ,"Группа спасла его, атаковав тролля, и Векс отстрелила троллю член.",0,1,0,0,0,0,0,0,0,0,1,0,0
2541,МЭТТ,"Который затем отправился в Сумку хранения, и это отвратительно.",0,1,0,0,0,0,0,0,0,0,1,0,0
2542,ЛОРА,Да!,0,0,0,0,0,0,1,0,0,0,1,0,0
2543,ТРЭВИС,"Да, на долгое время.",0,0,1,0,0,0,0,0,0,0,1,0,0
2544,МАРИША,"Собственно, так и появился хэштэг ...",0,0,0,0,1,0,0,0,0,0,1,0,0
2545,МАРИША,notalltrolls.,0,0,0,0,1,0,0,0,0,0,1,0,0
2546,МЭТТ,"Да, хэштег ...",0,1,0,0,0,0,0,0,0,0,1,0,0
2547,МЭТТ,notalltrolls пошёл из этой игры.,0,1,0,0,0,0,0,0,0,0,1,0,0
2548,ЛИАМ,"""Не все тролли"".",0,0,0,0,0,0,0,1,0,0,1,0,0
2549,МЭТТ,Это ужасно.,0,1,0,0,0,0,0,0,0,0,1,0,0
2550,ТАЛЕСИН,Господи.,0,0,0,1,0,0,0,0,0,0,1,0,0
2551,ТАЛЕСИН,"И-и-и, возвращаемся.",0,0,0,1,0,0,0,0,0,0,1,0,0
2552,МЭТТ,"Так, ладно ...",0,1,0,0,0,0,0,0,0,0,1,0,0
2553,МАРИША,Возвращаемся к игре.,0,0,0,0,1,0,0,0,0,0,1,0,0
2554,МЭТТ,Вы идёте к району поместий.,2,1,0,0,0,0,0,0,0,0,0,0,1
2555,МЭТТ,"Здесь те же стражники, что были здесь прошлой ночью, с которыми вы говорили ранее, так что когда вы подходите --",2,1,0,0,0,0,0,0,0,0,0,0,1
2556,СЭМ,Сколько их?,1,0,0,0,0,0,0,0,1,0,0,1,0
2557,МЭТТ,Сейчас четверо.,2,1,0,0,0,0,0,0,0,0,0,0,1
2558,ТРЭВИС,Мы можем справиться с ними.,2,0,1,0,0,0,0,0,0,0,0,0,1
2559,ЛОРА,Привет.,2,0,0,0,0,0,1,0,0,0,0,0,1
2560,ЛОРА,Я машу Томпсону.,2,0,0,0,0,0,1,0,0,0,0,0,1
2561,МЭТТ,Вообще-то его здесь нет.,2,1,0,0,0,0,0,0,0,0,0,0,1
2562,МЭТТ,"Только два других, которые были с тобой.",2,1,0,0,0,0,0,0,0,0,0,0,1
2563,МЭТТ,"Его нет, и это заметно.",2,1,0,0,0,0,0,0,0,0,0,0,1
2564,ЛОРА,О.,2,0,0,0,0,0,1,0,0,0,0,0,1
2565,ЛОРА,"Ой, а где Томпсон?",2,0,0,0,0,0,1,0,0,0,0,0,1
2566,МЭТТ,"Они переглядываются и такие: ""Ему дали выходной"".",2,1,0,0,0,0,0,0,0,0,0,0,1
